MPN	SE_NAME	COM_PARTNUM	SE_SUPPLIER	MAN_ID	COM_ID	Scrubbing_Status
4GDP	Legrand	4GDP	Middle Atlantic Products	4132	417484382	Direct Match Corrected supplier
4MAAP	Legrand	4MAAP	Middle Atlantic Products	4132	416621887	Direct Match Corrected supplier
5BLH	Legrand	5BLH	Middle Atlantic Products	4132	417854011	Direct Match Corrected supplier
6CTC2BZ	Legrand	6CTC2BZ	Middle Atlantic Products	4132	416621402	Direct Match Corrected supplier
6ATC2PAVAL	Legrand	6ATC2PAVAL	Middle Atlantic Products	4132	417955765	Direct Match Corrected supplier
6ACT8A	Legrand	6ACT8A	Middle Atlantic Products	4132	416621395	Direct Match Corrected supplier
6ATC2PAVBZ	Legrand	6ATC2PAVBZ	Middle Atlantic Products	4132	417955756	Direct Match Corrected supplier
6ATC2PBK	Legrand	6ATC2PBK	Middle Atlantic Products	4132	417955714	Direct Match Corrected supplier
6ATC2PGY	Legrand	6ATC2PGY	Middle Atlantic Products	4132	417955777	Direct Match Corrected supplier
6ATCFFBZ	Legrand	6ATCFFBZ	Middle Atlantic Products	4132	416621235	Direct Match Corrected supplier
6CT2BZ	Legrand	6CT2BZ	Middle Atlantic Products	4132	416621407	Direct Match Corrected supplier
6AT2PAVBZ	Legrand	6AT2PAVBZ	Middle Atlantic Products	4132	417483007	Direct Match Corrected supplier
6AT2PBK	Legrand	6AT2PBK	Middle Atlantic Products	4132	417483199	Direct Match Corrected supplier
6AT2PGY	Legrand	6AT2PGY	Middle Atlantic Products	4132	417483059	Direct Match Corrected supplier
6ATC2PAL	Legrand	6ATC2PAL	Middle Atlantic Products	4132	417955755	Direct Match Corrected supplier
6STCP	Legrand	6STCP	Middle Atlantic Products	4132	417483214	Direct Match Corrected supplier
6PPS	Legrand	6PPS	Middle Atlantic Products	4132	417854013	Direct Match Corrected supplier
6AT2BZ	Legrand	6AT2BZ	Middle Atlantic Products	4132	416621832	Direct Match Corrected supplier
8CTC2BK	Legrand	8CTC2BK	Middle Atlantic Products	4132	416621387	Direct Match Corrected supplier
8PPS	Legrand	8PPS	Middle Atlantic Products	4132	417854001	Direct Match Corrected supplier
8ATC2PBZ	Legrand	8ATC2PBZ	Middle Atlantic Products	4132	417955754	Direct Match Corrected supplier
8MOS	Legrand	8MOS	Middle Atlantic Products	4132	417853999	Direct Match Corrected supplier
8AT2PBZ	Legrand	8AT2PBZ	Middle Atlantic Products	4132	417955781	Direct Match Corrected supplier
8ATC2PBK	Legrand	8ATC2PBK	Middle Atlantic Products	4132	417955760	Direct Match Corrected supplier
8STCP	Legrand	8STCP	Middle Atlantic Products	4132	417483224	Direct Match Corrected supplier
8AT2BZ	Legrand	8AT2BZ	Middle Atlantic Products	4132	416621833	Direct Match Corrected supplier
8CT2BZ	Legrand	8CT2BZ	Middle Atlantic Products	4132	416621391	Direct Match Corrected supplier
ABPLUG4	Legrand	ABPLUG4	Middle Atlantic Products	4132	416621850	Direct Match Corrected supplier
AMD8ATCAA	Legrand	AMD8ATCAA	Middle Atlantic Products	4132	416621853	Direct Match Corrected supplier
AMD8ATCAL	Legrand	AMD8ATCAL	Middle Atlantic Products	4132	416620887	Direct Match Corrected supplier
AMD8ATCBS	Legrand	AMD8ATCBS	Middle Atlantic Products	4132	416621845	Direct Match Corrected supplier
AMD8CTCAA	Legrand	AMD8CTCAA	Middle Atlantic Products	4132	416621205	Direct Match Corrected supplier
AMD8CTCAL	Legrand	AMD8CTCAL	Middle Atlantic Products	4132	416621202	Direct Match Corrected supplier
AMD8CTCBS	Legrand	AMD8CTCBS	Middle Atlantic Products	4132	416621448	Direct Match Corrected supplier
AMD8SHTCBK	Legrand	AMD8SHTCBK	Middle Atlantic Products	4132	416621849	Direct Match Corrected supplier
AMD8SHTCGY	Legrand	AMD8SHTCGY	Middle Atlantic Products	4132	416621847	Direct Match Corrected supplier
AV3SHTCBS	Legrand	AV3SHTCBS	Middle Atlantic Products	4132	416621799	Direct Match Corrected supplier
AV3STC	Legrand	AV3STC	Middle Atlantic Products	4132	416621808	Direct Match Corrected supplier
AV3APTCGY	Legrand	AV3APTCGY	Middle Atlantic Products	4132	416621809	Direct Match Corrected supplier
AV3ATCAB	Legrand	AV3ATCAB	Middle Atlantic Products	4132	416621796	Direct Match Corrected supplier
AV3ATCBK	Legrand	AV3ATCBK	Middle Atlantic Products	4132	416621795	Direct Match Corrected supplier
AV6001BK	Legrand	AV6001BK	Middle Atlantic Products	4132	417853689	Direct Match Corrected supplier
AV7004BK	Legrand	AV7004BK	Middle Atlantic Products	4132	417854298	Direct Match Corrected supplier
AV8008BK	Legrand	AV8008BK	Middle Atlantic Products	4132	417853645	Direct Match Corrected supplier
AV8010BK	Legrand	AV8010BK	Middle Atlantic Products	4132	417853836	Direct Match Corrected supplier
AV8012BK	Legrand	AV8012BK	Middle Atlantic Products	4132	417853713	Direct Match Corrected supplier
AV8014BK	Legrand	AV8014BK	Middle Atlantic Products	4132	417874986	Direct Match Corrected supplier
AV8016BK	Legrand	AV8016BK	Middle Atlantic Products	4132	417874988	Direct Match Corrected supplier
AV5004BK	Legrand	AV5004BK	Middle Atlantic Products	4132	417854205	Direct Match Corrected supplier
AV1000BK	Legrand	AV1000BK	Middle Atlantic Products	4132	417853776	Direct Match Corrected supplier
AV4005BK	Legrand	AV4005BK	Middle Atlantic Products	4132	417853680	Direct Match Corrected supplier
AV3ATCGY	Legrand	AV3ATCGY	Middle Atlantic Products	4132	416621792	Direct Match Corrected supplier
AV3CTCAB	Legrand	AV3CTCAB	Middle Atlantic Products	4132	416621806	Direct Match Corrected supplier
AV3CTCBK	Legrand	AV3CTCBK	Middle Atlantic Products	4132	416621805	Direct Match Corrected supplier
AV3CTCGY	Legrand	AV3CTCGY	Middle Atlantic Products	4132	416621802	Direct Match Corrected supplier
AV3SHTCBK	Legrand	AV3SHTCBK	Middle Atlantic Products	4132	416621801	Direct Match Corrected supplier
VUO34-18NO1	Littelfuse	VUO34-18NO1	IXYS	1353	18788830	Direct Match Corrected supplier
VUO36-18NO8	Littelfuse	VUO36-18NO8	IXYS	1353	18788828	Direct Match Corrected supplier
VUB120-16NOXT	Littelfuse	VUB120-16NOXT	IXYS	1353	47785900	Direct Match Corrected supplier
IX4340NE	Littelfuse	IX4340NE	IXYS	1353	88706300	Direct Match Corrected supplier
C78168-000	Littelfuse	C78168-000	TE Connectivity	1629	47139987	Direct Match Corrected supplier
PM1204STR	Littelfuse	PM1204STR	IXYS	1353	17387131	Direct Match Corrected supplier
RUEF300K-0.138	Littelfuse	RUEF300K-0.138	TE Connectivity	1629	56414587	Direct Match Corrected supplier
NCD2400M1TR	Littelfuse	NCD2400M1TR	IXYS	1353	404812070	Direct Match Corrected supplier
VLR230-C36F	Littelfuse	VLR230-C36F	TE Connectivity	1629	48703045	Direct Match Corrected supplier
VTP210	Littelfuse	VTP210	TE Connectivity	1629	14612407	Direct Match Corrected supplier
VTP175	Littelfuse	VTP175	TE Connectivity	1629	14612571	Direct Match Corrected supplier
TS250-130F-RC-2	Littelfuse	TS250-130F-RC-2	TE Connectivity	1629	33078572	Direct Match Corrected supplier
TRF250-090UT	Littelfuse	TRF250-090UT	TE Connectivity	1629	62416698	Direct Match Corrected supplier
FUS45-0045B	Littelfuse	FUS45-0045B	IXYS	1353	32524099	Direct Match Corrected supplier
DSDI60-16A	Littelfuse	DSDI60-16A	IXYS	1353	18526974	Direct Match Corrected supplier
DNA30E2200PA	Littelfuse	DNA30E2200PA	IXYS	1353	44862925	Direct Match Corrected supplier
K-080080-10-1A	Littelfuse	K-080080-10-1A	TE Connectivity	1629	33531587	Direct Match Corrected supplier
GTCS25-421M-R02-2	Littelfuse	GTCS25-421M-R02-2	TE Connectivity	1629	66390180	Direct Match Corrected supplier
RHEF050US	Littelfuse	RHEF050US	TE Connectivity	1629	34347782	Direct Match Corrected supplier
RGEF1000K	Littelfuse	RGEF1000K	TE Connectivity	1629	48313120	Direct Match Corrected supplier
AHRF200S-RA	Littelfuse	AHRF200S-RA	TE Connectivity	1629	62416308	Direct Match Corrected supplier
AGRF1400C-0.138	Littelfuse	AGRF1400C-0.138	TE Connectivity	1629	62339980	Direct Match Corrected supplier
AHR1300	Littelfuse	AHR1300	TE Connectivity	1629	18733502	Direct Match Corrected supplier
AHR450-2	Littelfuse	AHR450-2	TE Connectivity	1629	31972140	Direct Match Corrected supplier
AHR600	Littelfuse	AHR600	TE Connectivity	1629	18733505	Direct Match Corrected supplier
AHR750-AP	Littelfuse	AHR750-AP	TE Connectivity	1629	31971970	Direct Match Corrected supplier
DMA150E1600NA	Littelfuse	DMA150E1600NA	IXYS	1353	46232902	Direct Match Corrected supplier
IX4426N	Littelfuse	IX4426N	IXYS	1353	53323274	Direct Match Corrected supplier
VBE55-06NO7	Littelfuse	VBE55-06NO7	IXYS	1353	18788902	Direct Match Corrected supplier
MSDM20-0118	MACOM Technology Solutions	MSDM20-0118	Cobham plc	15049	52798891	Direct Match Corrected supplier
SXM247A	Mallory Sonalert Products	SXM247A	Cornell Dubilier Electronics	1204	27985049	Direct Match Corrected supplier
CM400E3Y6-24NFH	Mitsubishi Electric	CM400E3Y6-24NFH	Powerex	1512	62631389	Direct Match Corrected supplier
CM600E3U-12NFH	Mitsubishi Electric	CM600E3U-12NFH	Powerex	1512	52979015	Direct Match Corrected supplier
B39911B3943H110	Qualcomm (RF360 - A Qualcomm & TDK Joint Venture)	B39911B3943H110	TDK	1600	405847569	Direct Match Corrected supplier
P51-500-A-A-I36-5V-000-000	SSI Controls Technologies	P51-500-A-A-I36-5V-000-000	Amphenol	1761	413912418	Direct Match Corrected supplier
SDINEDK4-256G	SanDisk	SDINEDK4-256G	Western Digital	3523	424077942	Direct Match Corrected supplier
SDSDQAF4-016G-I	SanDisk	SDSDQAF4-016G-I	Western Digital	3523	416133357	Direct Match Corrected supplier
SDSDQAF4-064G-I	SanDisk	SDSDQAF4-064G-I	Western Digital	3523	416133355	Direct Match Corrected supplier
SDSDAF4-016G-I	SanDisk	SDSDAF4-016G-I	Western Digital	3523	414203705	Direct Match Corrected supplier
SDSDAF4-128G-I	SanDisk	SDSDAF4-128G-I	Western Digital	3523	414203708	Direct Match Corrected supplier
SDINDDH6-128G-ZA	SanDisk	SDINDDH6-128G-ZA	Western Digital	3523	410195752	Direct Match Corrected supplier
SDBPNPZ-256G-10SB	SanDisk	SDBPNPZ-256G-10SB	Western Digital	3523	419884341	Direct Match Corrected supplier
SDBPNPZ-340G-XI	SanDisk	SDBPNPZ-340G-XI	Western Digital	3523	419884433	Direct Match Corrected supplier
SDBPTPZ-085G-XI	SanDisk	SDBPTPZ-085G-XI	Western Digital	3523	419884439	Direct Match Corrected supplier
SDBPTPZ-1T00-XI	SanDisk	SDBPTPZ-1T00-XI	Western Digital	3523	419884434	Direct Match Corrected supplier
SDAQNTW-256G-2000	SanDisk	SDAQNTW-256G-2000	Western Digital	3523	410218690	Direct Match Corrected supplier
SDBPTPZ-340G-XI	SanDisk	SDBPTPZ-340G-XI	Western Digital	3523	419884437	Direct Match Corrected supplier
SDBQNTY-1T00	SanDisk	SDBQNTY-1T00	Western Digital	3523	419884053	Direct Match Corrected supplier
SDASN8Y-1T00	SanDisk	SDASN8Y-1T00	Western Digital	3523	407688806	Direct Match Corrected supplier
SDINDDH6-256G-ZA	SanDisk	SDINDDH6-256G-ZA	Western Digital	3523	410195788	Direct Match Corrected supplier
SDINDDH6-32G-ZA	SanDisk	SDINDDH6-32G-ZA	Western Digital	3523	410195838	Direct Match Corrected supplier
SDINDDH6-64G-ZA	SanDisk	SDINDDH6-64G-ZA	Western Digital	3523	410195842	Direct Match Corrected supplier
SDINBDA6-64G-I	SanDisk	SDINBDA6-64G-I	Western Digital	3523	408064489	Direct Match Corrected supplier
SDINBDA6-128G-XI	SanDisk	SDINBDA6-128G-XI	Western Digital	3523	419364897	Direct Match Corrected supplier
SDINBDA6-128G-ZA1	SanDisk	SDINBDA6-128G-ZA1	Western Digital	3523	1846108673	Direct Match Corrected supplier
SDINBDA6-16G-I	SanDisk	SDINBDA6-16G-I	Western Digital	3523	408064491	Direct Match Corrected supplier
SDINBDA6-256G-XI	SanDisk	SDINBDA6-256G-XI	Western Digital	3523	423245297	Direct Match Corrected supplier
SDINBDA6-32G-I	SanDisk	SDINBDA6-32G-I	Western Digital	3523	408064490	Direct Match Corrected supplier
SDBPNPZ-170G-XI	SanDisk	SDBPNPZ-170G-XI	Western Digital	3523	419884432	Direct Match Corrected supplier
SDBPNPZ-1T00-10SB	SanDisk	SDBPNPZ-1T00-10SB	Western Digital	3523	419884343	Direct Match Corrected supplier
SDBQNPZ-256G	SanDisk	SDBQNPZ-256G	Western Digital	3523	419884054	Direct Match Corrected supplier
SDBPMPZ-1T00	SanDisk	SDBPMPZ-1T00	Western Digital	3523	419042368	Direct Match Corrected supplier
SDBQNPZ-1T00	SanDisk	SDBQNPZ-1T00	Western Digital	3523	419884056	Direct Match Corrected supplier
SDBPMPZ-256G	SanDisk	SDBPMPZ-256G	Western Digital	3523	419042363	Direct Match Corrected supplier
SDBPTPZ-256G	SanDisk	SDBPTPZ-256G	Western Digital	3523	419042362	Direct Match Corrected supplier
SDINBDG4-32G-XI2	SanDisk	SDINBDG4-32G-XI2	Western Digital	3523	419774107	Direct Match Corrected supplier
SDDPTQD-256G	SanDisk	SDDPTQD-256G	Western Digital	3523	1846026128	Direct Match Corrected supplier
SDINFDK4-256G	SanDisk	SDINFDK4-256G	Western Digital	3523	422099829	Direct Match Corrected supplier
GV200CAB-1	Sensata Technologies	GV200CAB-1	GIGAVAC	8759	74602171	Direct Match Corrected supplier
HAL3726DJ	TDK-Micronas GmbH	HAL3726DJ	TDK	1600	421951475	Direct Match Corrected supplier
BVNV-N069	TE Connectivity	BVNV-N069	ABB Installation Products, Inc	3165	83511303	Direct Match Corrected supplier
BVNV-N069	TE Connectivity	BVNV-N069	"ABB Installation Products, Inc"	3165	83511303	Direct Match Corrected supplier
T3CP500-5	Teledyne LeCroy	T3CP500-5	Teledyne Technologies	1603	424202391	Direct Match Corrected supplier
T3CP150-12	Teledyne LeCroy	T3CP150-12	Teledyne Technologies	1603	424202388	Direct Match Corrected supplier
T3CP30-50	Teledyne LeCroy	T3CP30-50	Teledyne Technologies	1603	424202390	Direct Match Corrected supplier
TC-500-NFC	Times Microwave Systems	TC-500-NFC	Amphenol	1761	83879491	Direct Match Corrected supplier
ULA2AAA	UltraLast Batteries	ULA2AAA	Dantona Industries	3825	405358188	Direct Match Corrected supplier
ULGHP4AA	UltraLast Batteries	ULGHP4AA	Dantona Industries	3825	405358242	Direct Match Corrected supplier
ULGHP2AA	UltraLast Batteries	ULGHP2AA	Dantona Industries	3825	405358226	Direct Match Corrected supplier
NTL12-002M	Yageo	NTL12-002M	Brightking	20503	421224676	Direct Match Corrected supplier
NTD04-005M	Yageo	NTD04-005M	Brightking	20503	421224596	Direct Match Corrected supplier
NTE04-005M	Yageo	NTE04-005M	Brightking	20503	421224548	Direct Match Corrected supplier
NTJ06-015M	Yageo	NTJ06-015M	Brightking	20503	421224549	Direct Match Corrected supplier
LBT23C24L02	Yageo	LBT23C24L02	Brightking	20503	406026919	Direct Match Corrected supplier
NTL10-005M	Yageo	NTL10-005M	Brightking	20503	421224647	Direct Match Corrected supplier
BWVS00808040100M00	Yageo	BWVS00808040100M00	Chilisin	2350	94944885	Direct Match Corrected supplier
BWCS0012070715NG00	Yageo	BWCS0012070715NG00	Chilisin	2350	94947651	Direct Match Corrected supplier
BWCS0016100810NG00	Yageo	BWCS0016100810NG00	Chilisin	2350	94948129	Direct Match Corrected supplier
BWCS00161008R15G00	Yageo	BWCS00161008R15G00	Chilisin	2350	94947047	Direct Match Corrected supplier
BWVF00252012100M00	Yageo	BWVF00252012100M00	Chilisin	2350	94943816	Direct Match Corrected supplier
BWVF002520124R7M00	Yageo	BWVF002520124R7M00	Chilisin	2350	94944010	Direct Match Corrected supplier
BWVF003030151R5M00	Yageo	BWVF003030151R5M00	Chilisin	2350	94944565	Direct Match Corrected supplier
BWVF003030154R7M00	Yageo	BWVF003030154R7M00	Chilisin	2350	94944168	Direct Match Corrected supplier
BWVS004040182R2M00	Yageo	BWVS004040182R2M00	Chilisin	2350	94944543	Direct Match Corrected supplier
BWVS005050202R2M00	Yageo	BWVS005050202R2M00	Chilisin	2350	94944726	Direct Match Corrected supplier
BDHE002520122R2MQ1	Yageo	BDHE002520122R2MQ1	Chilisin	2350	94944638	Direct Match Corrected supplier
BBPY00160808102Y00	Yageo	BBPY00160808102Y00	Chilisin	2350	95195577	Direct Match Corrected supplier
BBPY00160808181Y00	Yageo	BBPY00160808181Y00	Chilisin	2350	95195578	Direct Match Corrected supplier
BBPY00160808301Y00	Yageo	BBPY00160808301Y00	Chilisin	2350	95195662	Direct Match Corrected supplier
BBPY00321611121Y00	Yageo	BBPY00321611121Y00	Chilisin	2350	95195622	Direct Match Corrected supplier
BBBK00160808102Y00	Yageo	BBBK00160808102Y00	Chilisin	2350	95195599	Direct Match Corrected supplier
BBBK00160808601Y00	Yageo	BBBK00160808601Y00	Chilisin	2350	95195322	Direct Match Corrected supplier
BBPY00100505100Y00	Yageo	BBPY00100505100Y00	Chilisin	2350	95195655	Direct Match Corrected supplier
BBPY00100505121Y00	Yageo	BBPY00100505121Y00	Chilisin	2350	95195391	Direct Match Corrected supplier
BBPY00100505600Y00	Yageo	BBPY00100505600Y00	Chilisin	2350	95195393	Direct Match Corrected supplier
BBPY00160808100Y00	Yageo	BBPY00160808100Y00	Chilisin	2350	95195576	Direct Match Corrected supplier
BWVS00505040100M00	Yageo	BWVS00505040100M00	Chilisin	2350	94944461	Direct Match Corrected supplier
BWVS00606045100M00	Yageo	BWVS00606045100M00	Chilisin	2350	98740699	Direct Match Corrected supplier
BSCH0010050556NJCP	Yageo	BSCH0010050556NJCP	Chilisin	2350	95025279	Direct Match Corrected supplier
BSCH0010050568NJCP	Yageo	BSCH0010050568NJCP	Chilisin	2350	95025167	Direct Match Corrected supplier
BSCH0010050582NJCP	Yageo	BSCH0010050582NJCP	Chilisin	2350	95024925	Direct Match Corrected supplier
BSCH00100505R10JCS	Yageo	BSCH00100505R10JCS	Chilisin	2350	95023139	Direct Match Corrected supplier
BSCH0016080812NJ00	Yageo	BSCH0016080812NJ00	Chilisin	2350	95024367	Direct Match Corrected supplier
BSCH001608082N7S00	Yageo	BSCH001608082N7S00	Chilisin	2350	95024318	Direct Match Corrected supplier
BSCH001608083N9S00	Yageo	BSCH001608083N9S00	Chilisin	2350	95024464	Direct Match Corrected supplier
BSCH001608084N7S00	Yageo	BSCH001608084N7S00	Chilisin	2350	95024342	Direct Match Corrected supplier
BSCH001608085N6S00	Yageo	BSCH001608085N6S00	Chilisin	2350	95024330	Direct Match Corrected supplier
BSCH001608086N8J00	Yageo	BSCH001608086N8J00	Chilisin	2350	95024353	Direct Match Corrected supplier
BPSD000504322R2K00	Yageo	BPSD000504322R2K00	Chilisin	2350	94949628	Direct Match Corrected supplier
BSCH000603032N7S00	Yageo	BSCH000603032N7S00	Chilisin	2350	94949110	Direct Match Corrected supplier
BSCH0010050512NJCP	Yageo	BSCH0010050512NJCP	Chilisin	2350	95025229	Direct Match Corrected supplier
BSCH0010050518NJCP	Yageo	BSCH0010050518NJCP	Chilisin	2350	95025005	Direct Match Corrected supplier
BSCH001005051N2SCP	Yageo	BSCH001005051N2SCP	Chilisin	2350	95025348	Direct Match Corrected supplier
BSCH001005051N8SCP	Yageo	BSCH001005051N8SCP	Chilisin	2350	95025059	Direct Match Corrected supplier
BSCH0010050527NJCP	Yageo	BSCH0010050527NJCP	Chilisin	2350	95024870	Direct Match Corrected supplier
BSCH001005052N2SCP	Yageo	BSCH001005052N2SCP	Chilisin	2350	95024917	Direct Match Corrected supplier
BSCH001005052N7SCP	Yageo	BSCH001005052N7SCP	Chilisin	2350	95025144	Direct Match Corrected supplier
BSCH001005053N0SCP	Yageo	BSCH001005053N0SCP	Chilisin	2350	95025298	Direct Match Corrected supplier
BSCH001005053N9SCP	Yageo	BSCH001005053N9SCP	Chilisin	2350	95025175	Direct Match Corrected supplier
BMRA00060630R47MA1	Yageo	BMRA00060630R47MA1	Chilisin	2350	94944374	Direct Match Corrected supplier
BMRB00060630100MA1	Yageo	BMRB00060630100MA1	Chilisin	2350	94945148	Direct Match Corrected supplier
BPSC00101140100M00	Yageo	BPSC00101140100M00	Chilisin	2350	94949043	Direct Match Corrected supplier
BMRA000404201R0MA1	Yageo	BMRA000404201R0MA1	Chilisin	2350	94945069	Direct Match Corrected supplier
BMRA000505304R7MA1	Yageo	BMRA000505304R7MA1	Chilisin	2350	94945157	Direct Match Corrected supplier
BMRA000606301R5MA1	Yageo	BMRA000606301R5MA1	Chilisin	2350	94945417	Direct Match Corrected supplier
BMRA000606303R3MA1	Yageo	BMRA000606303R3MA1	Chilisin	2350	94945347	Direct Match Corrected supplier
BDCD002520122R2MS1	Yageo	BDCD002520122R2MS1	Chilisin	2350	94944521	Direct Match Corrected supplier
BDHE002016102R2MQ1	Yageo	BDHE002016102R2MQ1	Chilisin	2350	94944478	Direct Match Corrected supplier
BSCH001608088N2J00	Yageo	BSCH001608088N2J00	Chilisin	2350	95024454	Direct Match Corrected supplier
BSCH00160808R12J00	Yageo	BSCH00160808R12J00	Chilisin	2350	95023785	Direct Match Corrected supplier
BSCQ000603031N0B00	Yageo	BSCQ000603031N0B00	Chilisin	2350	94948304	Direct Match Corrected supplier
BSCH001005054N7SCP	Yageo	BSCH001005054N7SCP	Chilisin	2350	95024875	Direct Match Corrected supplier
SDT23C24L02	Yageo	SDT23C24L02	Brightking	20503	406027013	Direct Match Corrected supplier
1.5SMC91A/TR7	Yageo	1.5SMC91A/TR7	Brightking	20503	419866110	Direct Match Corrected supplier
P6KE13CA/TR13	Yageo	P6KE13CA/TR13	Brightking	20503	419864259	Direct Match Corrected supplier
391KD07-TR	Yageo	391KD07-TR	Brightking	20503	414623162	Direct Match Corrected supplier
CL65BJ600MPE	Vishay	CL65BJ600MPE	Cornell Dubilier Electronics	1204	43464180	Direct Match Corrected supplier
POS300GT-77-10KAA	Yageo	POS300GT-77-10KAA	VITROHM	25451	404171188	Direct Match Corrected supplier
BWCU00201212900Y03	Yageo	BWCU00201212900Y03	Chilisin	2350	95195177	Direct Match Corrected supplier
BMRA000606306R8MA1	Yageo	BMRA000606306R8MA1	Chilisin	2350	94945073	Direct Match Corrected supplier
BMRF00060630100MA1	Yageo	BMRF00060630100MA1	Chilisin	2350	94945158	Direct Match Corrected supplier
SDT23C712L02	Yageo	SDT23C712L02	Brightking	20503	406026999	Direct Match Corrected supplier
KHS500JR-83-100RAA	Yageo	KHS500JR-83-100RAA	VITROHM	25451	101018437	Direct Match Corrected supplier
LTS08A06L02	Yageo	LTS08A06L02	Brightking	20503	406026923	Direct Match Corrected supplier
P4SMA130A-AT/TR7	Yageo	P4SMA130A-AT/TR7	Brightking	20503	419866647	Direct Match Corrected supplier
P4SMA10CA-AT/TR13	Yageo	P4SMA10CA-AT/TR13	Brightking	20503	419865706	Direct Match Corrected supplier
P4SMA150CA-AT/TR13	Yageo	P4SMA150CA-AT/TR13	Brightking	20503	419864655	Direct Match Corrected supplier
P4SMA24A-AT/TR13	Yageo	P4SMA24A-AT/TR13	Brightking	20503	419864556	Direct Match Corrected supplier
P4SMA43CA-AT/TR7	Yageo	P4SMA43CA-AT/TR7	Brightking	20503	419865349	Direct Match Corrected supplier
P4SMA6.8CA/TR7	Yageo	P4SMA6.8CA/TR7	Brightking	20503	419863591	Direct Match Corrected supplier
P4SMA62A-AT/TR7	Yageo	P4SMA62A-AT/TR7	Brightking	20503	419865959	Direct Match Corrected supplier
P4SMA170A-AT/TR13	Yageo	P4SMA170A-AT/TR13	Brightking	20503	419866185	Direct Match Corrected supplier
P4SMA180A-AT/TR7	Yageo	P4SMA180A-AT/TR7	Brightking	20503	419864359	Direct Match Corrected supplier
P4SMA39A-AT/TR7	Yageo	P4SMA39A-AT/TR7	Brightking	20503	419865570	Direct Match Corrected supplier
P4SMA100CA-AT/TR13	Yageo	P4SMA100CA-AT/TR13	Brightking	20503	419865452	Direct Match Corrected supplier
P4SMA15CA-AT/TR7	Yageo	P4SMA15CA-AT/TR7	Brightking	20503	419866036	Direct Match Corrected supplier
P6SMB22A/TR7	Yageo	P6SMB22A/TR7	Brightking	20503	419863994	Direct Match Corrected supplier
P6SMB15A/TR7	Yageo	P6SMB15A/TR7	Brightking	20503	419865821	Direct Match Corrected supplier
P6KE120CA/TR13	Yageo	P6KE120CA/TR13	Brightking	20503	419864795	Direct Match Corrected supplier
P6SMB150A/TR7	Yageo	P6SMB150A/TR7	Brightking	20503	419865657	Direct Match Corrected supplier
P6KE120A/TR13	Yageo	P6KE120A/TR13	Brightking	20503	419863411	Direct Match Corrected supplier
P6KE160CA/TR13	Yageo	P6KE160CA/TR13	Brightking	20503	419864398	Direct Match Corrected supplier
P4SMA91CA-AT/TR13	Yageo	P4SMA91CA-AT/TR13	Brightking	20503	419863543	Direct Match Corrected supplier
P6SMB120CA/TR7	Yageo	P6SMB120CA/TR7	Brightking	20503	419867238	Direct Match Corrected supplier
P6KE24CA/TR13	Yageo	P6KE24CA/TR13	Brightking	20503	419867222	Direct Match Corrected supplier
P6KE27CA/TR13	Yageo	P6KE27CA/TR13	Brightking	20503	419865034	Direct Match Corrected supplier
P6KE9.1CA/TR13	Yageo	P6KE9.1CA/TR13	Brightking	20503	419865650	Direct Match Corrected supplier
P6KE51A/TR13	Yageo	P6KE51A/TR13	Brightking	20503	419864387	Direct Match Corrected supplier
P6KE550CA/TR13	Yageo	P6KE550CA/TR13	Brightking	20503	419865990	Direct Match Corrected supplier
P6KE24A/TR13	Yageo	P6KE24A/TR13	Brightking	20503	419864117	Direct Match Corrected supplier
P4SMA82CA-AT/TR13	Yageo	P4SMA82CA-AT/TR13	Brightking	20503	419866541	Direct Match Corrected supplier
P4SMA100CA-AT/TR7	Yageo	P4SMA100CA-AT/TR7	Brightking	20503	419867028	Direct Match Corrected supplier
P4SMA13CA-AT/TR13	Yageo	P4SMA13CA-AT/TR13	Brightking	20503	419866265	Direct Match Corrected supplier
P4SMA400CA/TR7	Yageo	P4SMA400CA/TR7	Brightking	20503	419865571	Direct Match Corrected supplier
P4SMA47CA-AT/TR7	Yageo	P4SMA47CA-AT/TR7	Brightking	20503	419863495	Direct Match Corrected supplier
P4SMA68A-AT/TR7	Yageo	P4SMA68A-AT/TR7	Brightking	20503	419864305	Direct Match Corrected supplier
P4SMA43A-AT/TR7	Yageo	P4SMA43A-AT/TR7	Brightking	20503	419866667	Direct Match Corrected supplier
P4SMA68CA-AT/TR7	Yageo	P4SMA68CA-AT/TR7	Brightking	20503	419863850	Direct Match Corrected supplier
P4SMA100A-AT/TR13	Yageo	P4SMA100A-AT/TR13	Brightking	20503	419866860	Direct Match Corrected supplier
P4SMA170CA-AT/TR13	Yageo	P4SMA170CA-AT/TR13	Brightking	20503	419866944	Direct Match Corrected supplier
P4SMA200A-AT/TR7	Yageo	P4SMA200A-AT/TR7	Brightking	20503	419863803	Direct Match Corrected supplier
P4SMA250A-AT/TR7	Yageo	P4SMA250A-AT/TR7	Brightking	20503	419863346	Direct Match Corrected supplier
P4SMA33A-AT/TR7	Yageo	P4SMA33A-AT/TR7	Brightking	20503	419865154	Direct Match Corrected supplier
P4SMA56CA-AT/TR13	Yageo	P4SMA56CA-AT/TR13	Brightking	20503	419864197	Direct Match Corrected supplier
P4SMA62CA-AT/TR7	Yageo	P4SMA62CA-AT/TR7	Brightking	20503	419864225	Direct Match Corrected supplier
